"id";"idhotel";"date";"status"
"4104";"137";"24/5/2015";"1"
"4105";"137";"25/5/2015";"1"
"4106";"137";"26/5/2015";"1"
"4107";"137";"27/5/2015";"0"
"4108";"137";"28/5/2015";"0"
"4109";"137";"29/5/2015";"1"
"4110";"137";"30/5/2015";"0"
"4111";"138";"1/5/2015";"1"
"4112";"138";"2/5/2015";"0"
"4113";"138";"3/5/2015";"0"
"4114";"138";"4/5/2015";"0"
"4115";"138";"5/5/2015";"1"
"4116";"138";"6/5/2015";"1"
"4117";"138";"7/5/2015";"0"
"4118";"138";"8/5/2015";"1"
"4119";"138";"9/5/2015";"0"
"4120";"138";"10/5/2015";"0"
"4121";"138";"11/5/2015";"0"
"4122";"138";"12/5/2015";"1"
"4123";"138";"13/5/2015";"0"
"4124";"138";"14/5/2015";"1"
"4125";"138";"15/5/2015";"1"
"4126";"138";"16/5/2015";"0"
"4127";"138";"17/5/2015";"0"
"4128";"138";"18/5/2015";"1"
"4129";"138";"19/5/2015";"0"
"4130";"138";"20/5/2015";"0"
"4131";"138";"21/5/2015";"1"
"4132";"138";"22/5/2015";"0"
"4133";"138";"23/5/2015";"1"
"4134";"138";"24/5/2015";"1"
"4135";"138";"25/5/2015";"0"
"4136";"138";"26/5/2015";"1"
"4137";"138";"27/5/2015";"0"
"4138";"138";"28/5/2015";"0"
"4139";"138";"29/5/2015";"0"
"4140";"138";"30/5/2015";"1"
"4141";"139";"1/5/2015";"1"
"4142";"139";"2/5/2015";"1"
"4143";"139";"3/5/2015";"1"
"4144";"139";"4/5/2015";"0"
"4145";"139";"5/5/2015";"0"
"4146";"139";"6/5/2015";"0"
"4147";"139";"7/5/2015";"0"
"4148";"139";"8/5/2015";"1"
"4149";"139";"9/5/2015";"1"
"4150";"139";"10/5/2015";"0"
"4151";"139";"11/5/2015";"0"
"4152";"139";"12/5/2015";"1"
"4153";"139";"13/5/2015";"0"
"4154";"139";"14/5/2015";"1"
"4155";"139";"15/5/2015";"0"
"4156";"139";"16/5/2015";"1"
"4157";"139";"17/5/2015";"1"
"4158";"139";"18/5/2015";"1"
"4159";"139";"19/5/2015";"0"
"4160";"139";"20/5/2015";"1"
"4161";"139";"21/5/2015";"1"
"4162";"139";"22/5/2015";"1"
"4163";"139";"23/5/2015";"0"
"4164";"139";"24/5/2015";"1"
"4165";"139";"25/5/2015";"0"
"4166";"139";"26/5/2015";"1"
"4167";"139";"27/5/2015";"0"
"4168";"139";"28/5/2015";"1"
"4169";"139";"29/5/2015";"0"
"4170";"139";"30/5/2015";"1"
"4171";"140";"1/5/2015";"1"
"4172";"140";"2/5/2015";"0"
"4173";"140";"3/5/2015";"0"
"4174";"140";"4/5/2015";"1"
"4175";"140";"5/5/2015";"1"
"4176";"140";"6/5/2015";"0"
"4177";"140";"7/5/2015";"1"
"4178";"140";"8/5/2015";"0"
"4179";"140";"9/5/2015";"1"
"4180";"140";"10/5/2015";"0"
"4181";"140";"11/5/2015";"0"
"4182";"140";"12/5/2015";"1"
"4183";"140";"13/5/2015";"0"
"4184";"140";"14/5/2015";"0"
"4185";"140";"15/5/2015";"0"
"4186";"140";"16/5/2015";"0"
"4187";"140";"17/5/2015";"1"
"4188";"140";"18/5/2015";"1"
"4189";"140";"19/5/2015";"1"
"4190";"140";"20/5/2015";"0"
"4191";"140";"21/5/2015";"0"
"4192";"140";"22/5/2015";"1"
"4193";"140";"23/5/2015";"0"
"4194";"140";"24/5/2015";"1"
"4195";"140";"25/5/2015";"0"
"4196";"140";"26/5/2015";"1"
"4197";"140";"27/5/2015";"0"
"4198";"140";"28/5/2015";"1"
"4199";"140";"29/5/2015";"1"
"4200";"140";"30/5/2015";"0"
"4201";"141";"1/5/2015";"0"
"4202";"141";"2/5/2015";"0"
"4203";"141";"3/5/2015";"1"
"4204";"141";"4/5/2015";"1"
"4205";"141";"5/5/2015";"1"
"4206";"141";"6/5/2015";"1"
"4207";"141";"7/5/2015";"0"
"4208";"141";"8/5/2015";"0"
"4209";"141";"9/5/2015";"1"
"4210";"141";"10/5/2015";"0"
"4211";"141";"11/5/2015";"0"
"4212";"141";"12/5/2015";"1"
"4213";"141";"13/5/2015";"1"
"4214";"141";"14/5/2015";"1"
"4215";"141";"15/5/2015";"0"
"4216";"141";"16/5/2015";"0"
"4217";"141";"17/5/2015";"0"
"4218";"141";"18/5/2015";"1"
"4219";"141";"19/5/2015";"0"
"4220";"141";"20/5/2015";"0"
"4221";"141";"21/5/2015";"0"
"4222";"141";"22/5/2015";"1"
"4223";"141";"23/5/2015";"0"
"4224";"141";"24/5/2015";"0"
"4225";"141";"25/5/2015";"1"
"4226";"141";"26/5/2015";"0"
"4227";"141";"27/5/2015";"0"
"4228";"141";"28/5/2015";"1"
"4229";"141";"29/5/2015";"0"
"4230";"141";"30/5/2015";"0"
"4231";"142";"1/5/2015";"1"
"4232";"142";"2/5/2015";"1"
"4233";"142";"3/5/2015";"1"
"4234";"142";"4/5/2015";"0"
"4235";"142";"5/5/2015";"1"
"4236";"142";"6/5/2015";"0"
"4237";"142";"7/5/2015";"1"
"4238";"142";"8/5/2015";"0"
"4239";"142";"9/5/2015";"0"
"4240";"142";"10/5/2015";"0"
"4241";"142";"11/5/2015";"0"
"4242";"142";"12/5/2015";"1"
"4243";"142";"13/5/2015";"1"
"4244";"142";"14/5/2015";"1"
"4245";"142";"15/5/2015";"1"
"4246";"142";"16/5/2015";"1"
"4247";"142";"17/5/2015";"0"
"4248";"142";"18/5/2015";"1"
"4249";"142";"19/5/2015";"1"
"4250";"142";"20/5/2015";"0"
"4251";"142";"21/5/2015";"0"
"4252";"142";"22/5/2015";"0"
"4253";"142";"23/5/2015";"0"
"4254";"142";"24/5/2015";"0"
"4255";"142";"25/5/2015";"0"
"4256";"142";"26/5/2015";"1"
"4257";"142";"27/5/2015";"0"
"4258";"142";"28/5/2015";"0"
"4259";"142";"29/5/2015";"0"
"4260";"142";"30/5/2015";"0"
"4261";"143";"1/5/2015";"1"
"4262";"143";"2/5/2015";"1"
"4263";"143";"3/5/2015";"0"
"4264";"143";"4/5/2015";"1"
"4265";"143";"5/5/2015";"0"
"4266";"143";"6/5/2015";"0"
"4267";"143";"7/5/2015";"1"
"4268";"143";"8/5/2015";"0"
"4269";"143";"9/5/2015";"1"
"4270";"143";"10/5/2015";"1"
"4271";"143";"11/5/2015";"1"
"4272";"143";"12/5/2015";"1"
"4273";"143";"13/5/2015";"0"
"4274";"143";"14/5/2015";"1"
"4275";"143";"15/5/2015";"1"
"4276";"143";"16/5/2015";"1"
"4277";"143";"17/5/2015";"0"
"4278";"143";"18/5/2015";"1"
"4279";"143";"19/5/2015";"0"
"4280";"143";"20/5/2015";"1"
"4281";"143";"21/5/2015";"1"
"4282";"143";"22/5/2015";"0"
"4283";"143";"23/5/2015";"1"
"4284";"143";"24/5/2015";"1"
"4285";"143";"25/5/2015";"0"
"4286";"143";"26/5/2015";"1"
"4287";"143";"27/5/2015";"0"
"4288";"143";"28/5/2015";"1"
"4289";"143";"29/5/2015";"0"
"4290";"143";"30/5/2015";"1"
"4291";"144";"1/5/2015";"0"
"4292";"144";"2/5/2015";"1"
"4293";"144";"3/5/2015";"1"
"4294";"144";"4/5/2015";"0"
"4295";"144";"5/5/2015";"0"
"4296";"144";"6/5/2015";"0"
"4297";"144";"7/5/2015";"0"
"4298";"144";"8/5/2015";"0"
"4299";"144";"9/5/2015";"1"
"4300";"144";"10/5/2015";"1"
"4301";"144";"11/5/2015";"1"
"4302";"144";"12/5/2015";"0"
"4303";"144";"13/5/2015";"0"
"4304";"144";"14/5/2015";"1"
"4305";"144";"15/5/2015";"0"
"4306";"144";"16/5/2015";"1"
"4307";"144";"17/5/2015";"1"
"4308";"144";"18/5/2015";"0"
"4309";"144";"19/5/2015";"0"
"4310";"144";"20/5/2015";"1"
"4311";"144";"21/5/2015";"0"
"4312";"144";"22/5/2015";"1"
"4313";"144";"23/5/2015";"1"
"4314";"144";"24/5/2015";"1"
"4315";"144";"25/5/2015";"0"
"4316";"144";"26/5/2015";"0"
"4317";"144";"27/5/2015";"0"
"4318";"144";"28/5/2015";"1"
"4319";"144";"29/5/2015";"0"
"4320";"144";"30/5/2015";"1"
"4321";"145";"1/5/2015";"1"
"4322";"145";"2/5/2015";"0"
"4323";"145";"3/5/2015";"1"
"4324";"145";"4/5/2015";"1"
"4325";"145";"5/5/2015";"0"
"4326";"145";"6/5/2015";"1"
"4327";"145";"7/5/2015";"0"
"4328";"145";"8/5/2015";"0"
"4329";"145";"9/5/2015";"1"
"4330";"145";"10/5/2015";"0"
"4331";"145";"11/5/2015";"1"
"4332";"145";"12/5/2015";"0"
"4333";"145";"13/5/2015";"1"
"4334";"145";"14/5/2015";"0"
"4335";"145";"15/5/2015";"0"
"4336";"145";"16/5/2015";"0"
"4337";"145";"17/5/2015";"1"
"4338";"145";"18/5/2015";"0"
"4339";"145";"19/5/2015";"0"
"4340";"145";"20/5/2015";"1"
"4341";"145";"21/5/2015";"1"
"4342";"145";"22/5/2015";"1"
"4343";"145";"23/5/2015";"1"
"4344";"145";"24/5/2015";"1"
"4345";"145";"25/5/2015";"1"
"4346";"145";"26/5/2015";"1"
"4347";"145";"27/5/2015";"1"
"4348";"145";"28/5/2015";"1"
"4349";"145";"29/5/2015";"0"
"4350";"145";"30/5/2015";"0"
"4351";"146";"1/5/2015";"1"
"4352";"146";"2/5/2015";"0"
"4353";"146";"3/5/2015";"1"
"4354";"146";"4/5/2015";"0"
"4355";"146";"5/5/2015";"0"
"4356";"146";"6/5/2015";"0"
"4357";"146";"7/5/2015";"1"
"4358";"146";"8/5/2015";"1"
"4359";"146";"9/5/2015";"1"
"4360";"146";"10/5/2015";"0"
"4361";"146";"11/5/2015";"0"
"4362";"146";"12/5/2015";"0"
"4363";"146";"13/5/2015";"0"
"4364";"146";"14/5/2015";"0"
"4365";"146";"15/5/2015";"0"
"4366";"146";"16/5/2015";"1"
"4367";"146";"17/5/2015";"1"
"4368";"146";"18/5/2015";"1"
"4369";"146";"19/5/2015";"0"
"4370";"146";"20/5/2015";"1"
"4371";"146";"21/5/2015";"0"
"4372";"146";"22/5/2015";"1"
"4373";"146";"23/5/2015";"0"
"4374";"146";"24/5/2015";"0"
"4375";"146";"25/5/2015";"0"
"4376";"146";"26/5/2015";"0"
"4377";"146";"27/5/2015";"1"
"4378";"146";"28/5/2015";"1"
"4379";"146";"29/5/2015";"0"
"4380";"146";"30/5/2015";"1"
"4381";"147";"1/5/2015";"1"
"4382";"147";"2/5/2015";"0"
"4383";"147";"3/5/2015";"0"
"4384";"147";"4/5/2015";"1"
"4385";"147";"5/5/2015";"1"
"4386";"147";"6/5/2015";"1"
"4387";"147";"7/5/2015";"0"
"4388";"147";"8/5/2015";"0"
"4389";"147";"9/5/2015";"0"
"4390";"147";"10/5/2015";"1"
"4391";"147";"11/5/2015";"0"
"4392";"147";"12/5/2015";"1"
"4393";"147";"13/5/2015";"0"
"4394";"147";"14/5/2015";"1"
"4395";"147";"15/5/2015";"1"
"4396";"147";"16/5/2015";"0"
"4397";"147";"17/5/2015";"1"
"4398";"147";"18/5/2015";"0"
"4399";"147";"19/5/2015";"0"
"4400";"147";"20/5/2015";"0"
"4401";"147";"21/5/2015";"1"
"4402";"147";"22/5/2015";"0"
"4403";"147";"23/5/2015";"1"
"4404";"147";"24/5/2015";"0"
"4405";"147";"25/5/2015";"0"
"4406";"147";"26/5/2015";"1"
"4407";"147";"27/5/2015";"1"
"4408";"147";"28/5/2015";"1"
"4409";"147";"29/5/2015";"1"
"4410";"147";"30/5/2015";"1"
"4411";"148";"1/5/2015";"0"
"4412";"148";"2/5/2015";"0"
"4413";"148";"3/5/2015";"1"
"4414";"148";"4/5/2015";"0"
"4415";"148";"5/5/2015";"1"
"4416";"148";"6/5/2015";"1"
"4417";"148";"7/5/2015";"1"
"4418";"148";"8/5/2015";"0"
"4419";"148";"9/5/2015";"1"
"4420";"148";"10/5/2015";"1"
"4421";"148";"11/5/2015";"1"
"4422";"148";"12/5/2015";"1"
"4423";"148";"13/5/2015";"0"
"4424";"148";"14/5/2015";"1"
"4425";"148";"15/5/2015";"0"
"4426";"148";"16/5/2015";"0"
"4427";"148";"17/5/2015";"0"
"4428";"148";"18/5/2015";"1"
"4429";"148";"19/5/2015";"0"
"4430";"148";"20/5/2015";"0"
"4431";"148";"21/5/2015";"1"
"4432";"148";"22/5/2015";"0"
"4433";"148";"23/5/2015";"1"
"4434";"148";"24/5/2015";"0"
"4435";"148";"25/5/2015";"0"
"4436";"148";"26/5/2015";"0"
"4437";"148";"27/5/2015";"1"
"4438";"148";"28/5/2015";"1"
"4439";"148";"29/5/2015";"1"
"4440";"148";"30/5/2015";"0"
"4441";"149";"1/5/2015";"1"
"4442";"149";"2/5/2015";"0"
"4443";"149";"3/5/2015";"1"
"4444";"149";"4/5/2015";"0"
"4445";"149";"5/5/2015";"0"
"4446";"149";"6/5/2015";"0"
"4447";"149";"7/5/2015";"0"
"4448";"149";"8/5/2015";"0"
"4449";"149";"9/5/2015";"1"
"4450";"149";"10/5/2015";"1"
"4451";"149";"11/5/2015";"1"
"4452";"149";"12/5/2015";"0"
"4453";"149";"13/5/2015";"1"
"4454";"149";"14/5/2015";"0"
"4455";"149";"15/5/2015";"0"
"4456";"149";"16/5/2015";"1"
"4457";"149";"17/5/2015";"0"
"4458";"149";"18/5/2015";"1"
"4459";"149";"19/5/2015";"0"
"4460";"149";"20/5/2015";"0"
"4461";"149";"21/5/2015";"1"
"4462";"149";"22/5/2015";"1"
"4463";"149";"23/5/2015";"0"
"4464";"149";"24/5/2015";"0"
"4465";"149";"25/5/2015";"0"
"4466";"149";"26/5/2015";"0"
"4467";"149";"27/5/2015";"1"
"4468";"149";"28/5/2015";"1"
"4469";"149";"29/5/2015";"0"
"4470";"149";"30/5/2015";"0"
"4471";"150";"1/5/2015";"1"
"4472";"150";"2/5/2015";"0"
"4473";"150";"3/5/2015";"1"
"4474";"150";"4/5/2015";"0"
"4475";"150";"5/5/2015";"0"
"4476";"150";"6/5/2015";"1"
"4477";"150";"7/5/2015";"1"
"4478";"150";"8/5/2015";"0"
"4479";"150";"9/5/2015";"0"
"4480";"150";"10/5/2015";"0"
"4481";"150";"11/5/2015";"1"
"4482";"150";"12/5/2015";"1"
"4483";"150";"13/5/2015";"1"
"4484";"150";"14/5/2015";"1"
"4485";"150";"15/5/2015";"1"
"4486";"150";"16/5/2015";"0"
"4487";"150";"17/5/2015";"0"
"4488";"150";"18/5/2015";"1"
"4489";"150";"19/5/2015";"0"
"4490";"150";"20/5/2015";"0"
"4491";"150";"21/5/2015";"0"
"4492";"150";"22/5/2015";"0"
"4493";"150";"23/5/2015";"1"
"4494";"150";"24/5/2015";"1"
"4495";"150";"25/5/2015";"1"
"4496";"150";"26/5/2015";"1"
"4497";"150";"27/5/2015";"0"
"4498";"150";"28/5/2015";"0"
"4499";"150";"29/5/2015";"0"
"4500";"150";"30/5/2015";"1"
"4501";"151";"1/5/2015";"1"
"4502";"151";"2/5/2015";"1"
"4503";"151";"3/5/2015";"0"
"4504";"151";"4/5/2015";"1"
"4505";"151";"5/5/2015";"0"
"4506";"151";"6/5/2015";"1"
"4507";"151";"7/5/2015";"1"
"4508";"151";"8/5/2015";"0"
"4509";"151";"9/5/2015";"0"
"4510";"151";"10/5/2015";"0"
"4511";"151";"11/5/2015";"0"
"4512";"151";"12/5/2015";"0"
"4513";"151";"13/5/2015";"1"
"4514";"151";"14/5/2015";"0"
"4515";"151";"15/5/2015";"1"
"4516";"151";"16/5/2015";"0"
"4517";"151";"17/5/2015";"1"
"4518";"151";"18/5/2015";"0"
"4519";"151";"19/5/2015";"0"
"4520";"151";"20/5/2015";"0"
"4521";"151";"21/5/2015";"1"
"4522";"151";"22/5/2015";"1"
"4523";"151";"23/5/2015";"0"
"4524";"151";"24/5/2015";"0"
"4525";"151";"25/5/2015";"1"
"4526";"151";"26/5/2015";"1"
"4527";"151";"27/5/2015";"0"
"4528";"151";"28/5/2015";"0"
"4529";"151";"29/5/2015";"1"
"4530";"151";"30/5/2015";"1"
"4531";"152";"1/5/2015";"0"
"4532";"152";"2/5/2015";"0"
"4533";"152";"3/5/2015";"1"
"4534";"152";"4/5/2015";"0"
"4535";"152";"5/5/2015";"0"
"4536";"152";"6/5/2015";"1"
"4537";"152";"7/5/2015";"1"
"4538";"152";"8/5/2015";"0"
"4539";"152";"9/5/2015";"0"
"4540";"152";"10/5/2015";"0"
"4541";"152";"11/5/2015";"1"
"4542";"152";"12/5/2015";"1"
"4543";"152";"13/5/2015";"0"
"4544";"152";"14/5/2015";"1"
"4545";"152";"15/5/2015";"1"
"4546";"152";"16/5/2015";"0"
"4547";"152";"17/5/2015";"1"
"4548";"152";"18/5/2015";"0"
"4549";"152";"19/5/2015";"1"
"4550";"152";"20/5/2015";"0"
"4551";"152";"21/5/2015";"1"
"4552";"152";"22/5/2015";"1"
"4553";"152";"23/5/2015";"1"
"4554";"152";"24/5/2015";"0"
"4555";"152";"25/5/2015";"1"
"4556";"152";"26/5/2015";"0"
"4557";"152";"27/5/2015";"0"
"4558";"152";"28/5/2015";"0"
"4559";"152";"29/5/2015";"1"
"4560";"152";"30/5/2015";"1"
"4561";"153";"1/5/2015";"0"
"4562";"153";"2/5/2015";"0"
"4563";"153";"3/5/2015";"1"
"4564";"153";"4/5/2015";"0"
"4565";"153";"5/5/2015";"0"
"4566";"153";"6/5/2015";"0"
"4567";"153";"7/5/2015";"1"
"4568";"153";"8/5/2015";"0"
"4569";"153";"9/5/2015";"1"
"4570";"153";"10/5/2015";"1"
"4571";"153";"11/5/2015";"0"
"4572";"153";"12/5/2015";"1"
"4573";"153";"13/5/2015";"0"
"4574";"153";"14/5/2015";"1"
"4575";"153";"15/5/2015";"1"
"4576";"153";"16/5/2015";"1"
"4577";"153";"17/5/2015";"0"
"4578";"153";"18/5/2015";"1"
"4579";"153";"19/5/2015";"0"
"4580";"153";"20/5/2015";"0"
"4581";"153";"21/5/2015";"0"
"4582";"153";"22/5/2015";"1"
"4583";"153";"23/5/2015";"0"
"4584";"153";"24/5/2015";"1"
"4585";"153";"25/5/2015";"1"
"4586";"153";"26/5/2015";"1"
"4587";"153";"27/5/2015";"1"
"4588";"153";"28/5/2015";"0"
"4589";"153";"29/5/2015";"1"
"4590";"153";"30/5/2015";"0"
"4591";"154";"1/5/2015";"0"
"4592";"154";"2/5/2015";"0"
"4593";"154";"3/5/2015";"0"
"4594";"154";"4/5/2015";"1"
"4595";"154";"5/5/2015";"0"
"4596";"154";"6/5/2015";"1"
"4597";"154";"7/5/2015";"1"
"4598";"154";"8/5/2015";"1"
"4599";"154";"9/5/2015";"1"
"4600";"154";"10/5/2015";"0"
"4601";"154";"11/5/2015";"0"
"4602";"154";"12/5/2015";"0"
"4603";"154";"13/5/2015";"1"
"4604";"154";"14/5/2015";"1"
"4605";"154";"15/5/2015";"1"
"4606";"154";"16/5/2015";"0"
"4607";"154";"17/5/2015";"1"
"4608";"154";"18/5/2015";"1"
"4609";"154";"19/5/2015";"1"
"4610";"154";"20/5/2015";"1"
"4611";"154";"21/5/2015";"0"
"4612";"154";"22/5/2015";"1"
"4613";"154";"23/5/2015";"0"
"4614";"154";"24/5/2015";"0"
"4615";"154";"25/5/2015";"0"
"4616";"154";"26/5/2015";"0"
"4617";"154";"27/5/2015";"0"
"4618";"154";"28/5/2015";"0"
"4619";"154";"29/5/2015";"1"
"4620";"154";"30/5/2015";"1"
"4621";"155";"1/5/2015";"0"
"4622";"155";"2/5/2015";"0"
"4623";"155";"3/5/2015";"0"
"4624";"155";"4/5/2015";"1"
"4625";"155";"5/5/2015";"1"
"4626";"155";"6/5/2015";"0"
"4627";"155";"7/5/2015";"0"
"4628";"155";"8/5/2015";"0"
"4629";"155";"9/5/2015";"1"
"4630";"155";"10/5/2015";"0"
"4631";"155";"11/5/2015";"0"
"4632";"155";"12/5/2015";"1"
"4633";"155";"13/5/2015";"1"
"4634";"155";"14/5/2015";"0"
"4635";"155";"15/5/2015";"0"
"4636";"155";"16/5/2015";"0"
"4637";"155";"17/5/2015";"1"
"4638";"155";"18/5/2015";"0"
"4639";"155";"19/5/2015";"0"
"4640";"155";"20/5/2015";"0"
"4641";"155";"21/5/2015";"0"
"4642";"155";"22/5/2015";"1"
"4643";"155";"23/5/2015";"0"
"4644";"155";"24/5/2015";"1"
"4645";"155";"25/5/2015";"0"
"4646";"155";"26/5/2015";"1"
"4647";"155";"27/5/2015";"0"
"4648";"155";"28/5/2015";"0"
"4649";"155";"29/5/2015";"0"
"4650";"155";"30/5/2015";"1"
"4651";"156";"1/5/2015";"0"
"4652";"156";"2/5/2015";"0"
"4653";"156";"3/5/2015";"1"
"4654";"156";"4/5/2015";"0"
"4655";"156";"5/5/2015";"1"
"4656";"156";"6/5/2015";"1"
"4657";"156";"7/5/2015";"1"
"4658";"156";"8/5/2015";"0"
"4659";"156";"9/5/2015";"0"
"4660";"156";"10/5/2015";"1"
"4661";"156";"11/5/2015";"1"
"4662";"156";"12/5/2015";"1"
"4663";"156";"13/5/2015";"1"
"4664";"156";"14/5/2015";"0"
"4665";"156";"15/5/2015";"1"
"4666";"156";"16/5/2015";"1"
"4667";"156";"17/5/2015";"1"
"4668";"156";"18/5/2015";"0"
"4669";"156";"19/5/2015";"1"
"4670";"156";"20/5/2015";"1"
"4671";"156";"21/5/2015";"0"
"4672";"156";"22/5/2015";"0"
"4673";"156";"23/5/2015";"1"
"4674";"156";"24/5/2015";"1"
"4675";"156";"25/5/2015";"0"
"4676";"156";"26/5/2015";"0"
"4677";"156";"27/5/2015";"1"
"4678";"156";"28/5/2015";"0"
"4679";"156";"29/5/2015";"0"
"4680";"156";"30/5/2015";"0"
"4681";"157";"1/5/2015";"1"
"4682";"157";"2/5/2015";"1"
"4683";"157";"3/5/2015";"0"
"4684";"157";"4/5/2015";"1"
"4685";"157";"5/5/2015";"1"
"4686";"157";"6/5/2015";"1"
"4687";"157";"7/5/2015";"0"
"4688";"157";"8/5/2015";"0"
"4689";"157";"9/5/2015";"0"
"4690";"157";"10/5/2015";"0"
"4691";"157";"11/5/2015";"1"
"4692";"157";"12/5/2015";"1"
"4693";"157";"13/5/2015";"1"
"4694";"157";"14/5/2015";"1"
"4695";"157";"15/5/2015";"1"
"4696";"157";"16/5/2015";"1"
"4697";"157";"17/5/2015";"1"
"4698";"157";"18/5/2015";"1"
"4699";"157";"19/5/2015";"0"
"4700";"157";"20/5/2015";"0"
"4701";"157";"21/5/2015";"1"
"4702";"157";"22/5/2015";"1"
"4703";"157";"23/5/2015";"0"
"4704";"157";"24/5/2015";"1"
"4705";"157";"25/5/2015";"1"
"4706";"157";"26/5/2015";"1"
"4707";"157";"27/5/2015";"0"
"4708";"157";"28/5/2015";"0"
"4709";"157";"29/5/2015";"0"
"4710";"157";"30/5/2015";"0"
"4711";"158";"1/5/2015";"0"
"4712";"158";"2/5/2015";"1"
"4713";"158";"3/5/2015";"0"
"4714";"158";"4/5/2015";"1"
"4715";"158";"5/5/2015";"1"
"4716";"158";"6/5/2015";"0"
"4717";"158";"7/5/2015";"0"
"4718";"158";"8/5/2015";"0"
"4719";"158";"9/5/2015";"1"
"4720";"158";"10/5/2015";"0"
"4721";"158";"11/5/2015";"0"
"4722";"158";"12/5/2015";"0"
"4723";"158";"13/5/2015";"1"
"4724";"158";"14/5/2015";"1"
"4725";"158";"15/5/2015";"1"
"4726";"158";"16/5/2015";"1"
"4727";"158";"17/5/2015";"1"
"4728";"158";"18/5/2015";"0"
"4729";"158";"19/5/2015";"0"
"4730";"158";"20/5/2015";"0"
"4731";"158";"21/5/2015";"0"
"4732";"158";"22/5/2015";"1"
"4733";"158";"23/5/2015";"1"
"4734";"158";"24/5/2015";"0"
"4735";"158";"25/5/2015";"0"
"4736";"158";"26/5/2015";"0"
"4737";"158";"27/5/2015";"0"
"4738";"158";"28/5/2015";"1"
"4739";"158";"29/5/2015";"1"
"4740";"158";"30/5/2015";"1"
"4741";"159";"1/5/2015";"1"
"4742";"159";"2/5/2015";"0"
"4743";"159";"3/5/2015";"1"
"4744";"159";"4/5/2015";"1"
"4745";"159";"5/5/2015";"1"
"4746";"159";"6/5/2015";"1"
"4747";"159";"7/5/2015";"0"
"4748";"159";"8/5/2015";"1"
"4749";"159";"9/5/2015";"0"
"4750";"159";"10/5/2015";"1"
"4751";"159";"11/5/2015";"0"
"4752";"159";"12/5/2015";"0"
"4753";"159";"13/5/2015";"0"
"4754";"159";"14/5/2015";"0"
"4755";"159";"15/5/2015";"1"
"4756";"159";"16/5/2015";"1"
"4757";"159";"17/5/2015";"1"
"4758";"159";"18/5/2015";"0"
"4759";"159";"19/5/2015";"1"
"4760";"159";"20/5/2015";"0"
"4761";"159";"21/5/2015";"1"
"4762";"159";"22/5/2015";"0"
"4763";"159";"23/5/2015";"1"
"4764";"159";"24/5/2015";"0"
"4765";"159";"25/5/2015";"1"
"4766";"159";"26/5/2015";"1"
"4767";"159";"27/5/2015";"0"
"4768";"159";"28/5/2015";"0"
"4769";"159";"29/5/2015";"1"
"4770";"159";"30/5/2015";"1"
"4771";"160";"1/5/2015";"0"
"4772";"160";"2/5/2015";"1"
"4773";"160";"3/5/2015";"0"
"4774";"160";"4/5/2015";"1"
"4775";"160";"5/5/2015";"1"
"4776";"160";"6/5/2015";"1"
"4777";"160";"7/5/2015";"1"
"4778";"160";"8/5/2015";"0"
"4779";"160";"9/5/2015";"0"
"4780";"160";"10/5/2015";"0"
"4781";"160";"11/5/2015";"1"
"4782";"160";"12/5/2015";"0"
"4783";"160";"13/5/2015";"1"
"4784";"160";"14/5/2015";"1"
"4785";"160";"15/5/2015";"1"
"4786";"160";"16/5/2015";"1"
"4787";"160";"17/5/2015";"0"
"4788";"160";"18/5/2015";"1"
"4789";"160";"19/5/2015";"1"
"4790";"160";"20/5/2015";"1"
"4791";"160";"21/5/2015";"1"
"4792";"160";"22/5/2015";"0"
"4793";"160";"23/5/2015";"0"
"4794";"160";"24/5/2015";"0"
"4795";"160";"25/5/2015";"1"
"4796";"160";"26/5/2015";"0"
"4797";"160";"27/5/2015";"1"
"4798";"160";"28/5/2015";"0"
"4799";"160";"29/5/2015";"0"
"4800";"160";"30/5/2015";"0"
"4801";"161";"1/5/2015";"1"
"4802";"161";"2/5/2015";"0"
"4803";"161";"3/5/2015";"1"
"4804";"161";"4/5/2015";"1"
"4805";"161";"5/5/2015";"1"
"4806";"161";"6/5/2015";"1"
"4807";"161";"7/5/2015";"0"
"4808";"161";"8/5/2015";"1"
"4809";"161";"9/5/2015";"0"
"4810";"161";"10/5/2015";"0"
"4811";"161";"11/5/2015";"1"
"4812";"161";"12/5/2015";"0"
"4813";"161";"13/5/2015";"0"
"4814";"161";"14/5/2015";"0"
"4815";"161";"15/5/2015";"1"
"4816";"161";"16/5/2015";"1"
"4817";"161";"17/5/2015";"0"
"4818";"161";"18/5/2015";"0"
"4819";"161";"19/5/2015";"1"
"4820";"161";"20/5/2015";"0"
"4821";"161";"21/5/2015";"0"
"4822";"161";"22/5/2015";"1"
"4823";"161";"23/5/2015";"1"
"4824";"161";"24/5/2015";"0"
"4825";"161";"25/5/2015";"0"
"4826";"161";"26/5/2015";"0"
"4827";"161";"27/5/2015";"0"
"4828";"161";"28/5/2015";"0"
"4829";"161";"29/5/2015";"0"
"4830";"161";"30/5/2015";"0"
"4831";"162";"1/5/2015";"0"
"4832";"162";"2/5/2015";"1"
"4833";"162";"3/5/2015";"1"
"4834";"162";"4/5/2015";"1"
"4835";"162";"5/5/2015";"1"
"4836";"162";"6/5/2015";"1"
"4837";"162";"7/5/2015";"1"
"4838";"162";"8/5/2015";"1"
"4839";"162";"9/5/2015";"0"
